dataset,scenario,gcm,rcm,variant,version,frequency,variable,year,relative_path,file_name,size_bytes,name_size_sha256
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2087,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp245/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20870101000000-20871231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20870101000000-20871231230000.nc,4010667257,c45d9b2c26e1fe80e83ab5ecca35d1b13c042fa9cacd2598e2aa4bd05020dda4
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2088,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp245/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20880101000000-20881231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20880101000000-20881231230000.nc,4026630604,9423666111f41ffebff97a9373d51433f0875b5b3aef01fa7ca4b46bf02d7796
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2089,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp245/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20890101000000-20891231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20890101000000-20891231230000.nc,4014022729,23e6d535c93d916f23e3cda260ce90dc67ed5dfe3f7eb977d08cb5e4cf299065
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2090,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp245/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20900101000000-20901231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20900101000000-20901231230000.nc,4013432313,321b2b31724b3c7020e69fb7bd001531eaefdd56568ac6d7b2b4630e72a0fc48
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2091,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp245/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20910101000000-20911231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20910101000000-20911231230000.nc,4020618174,7090d4359a79cafa945cd5f50d33b3185d6ec01f7cf72b6fa67030febc4a31dc
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2092,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp245/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20920101000000-20921231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20920101000000-20921231230000.nc,4023556590,c6ee4950c0e5d26e5e8c1ea96fe8b2b34179921d9b5eb5457df03a426fea987f
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2093,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp245/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20930101000000-20931231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20930101000000-20931231230000.nc,4009937361,3abfabdfd73cce3d956df6929ad9348ab3f5670786fe5ebc41a2138462c858fb
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2094,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp245/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20940101000000-20941231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20940101000000-20941231230000.nc,4013367337,43fb9359e4af5ebdd33929e3505a51c8dd4e45ce323fabc9ac905ca957f14c5e
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2095,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp245/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20950101000000-20951231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20950101000000-20951231230000.nc,4015863644,4e8bc1f4efd0b47bd47ddb5fb6bff69a6025e9634c7941912684407018e96a0a
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2096,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp245/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20960101000000-20961231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20960101000000-20961231230000.nc,4031338856,eeb41bdbf8b5c6310ed653bc44e54ff797ea750897e30b1ff825969febb7fd66
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2097,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp245/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20970101000000-20971231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20970101000000-20971231230000.nc,4011381575,7bb09402f6faa3d6525279cffdd95d6dfb2509237b58e35e2c92aacbf55727ed
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2098,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp245/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20980101000000-20981231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20980101000000-20981231230000.nc,4016117965,45656320f59b464f72cb9a619f840589298f9e515c061697bfee28f110d48b4a
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2099,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp245/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20990101000000-20991231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20990101000000-20991231230000.nc,4013188194,4c841207b76a6eacd3d7b4fd82c936c2fc19114fe69acfbc07b4955006343287
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2100,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp245/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_21000101000000-21001231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp245_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_21000101000000-21001231230000.nc,4014840586,e1ae9878b6b189b8a23eb7889fc1a035c29261b868c91c258f272ce31ada31f2
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2015,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp370/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20150101000000-20151231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20150101000000-20151231230000.nc,4022857541,9b91c548f76941a0f90d17debebd11b89483c11cc536235f87e1632d197d023f
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2016,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp370/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20160101000000-20161231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20160101000000-20161231230000.nc,4030584004,25140be042757db5c531e1a8b25026387ddb8d7efe55655d6588c72e8d396133
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2017,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp370/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20170101000000-20171231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20170101000000-20171231230000.nc,4019471972,801fe764defd1161c7d208327d29305679a744f9253bbfedc02d57e417afdb0c
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2018,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp370/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20180101000000-20181231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20180101000000-20181231230000.nc,4029223132,f3580de852239b608bdab036fee2367dca5eb7ebffb2b2c0d042880c98db3c8f
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2019,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp370/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20190101000000-20191231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20190101000000-20191231230000.nc,4022146893,66c3699ddacc16c8d38267ed4cc120c33399443624f14cba65ab9a7421c5f204
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2020,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp370/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20200101000000-20201231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20200101000000-20201231230000.nc,4036758823,556a99877f59c57e464e8c3af258d13602157c981775815c26dfb8f2e08b5a77
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2021,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp370/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20210101000000-20211231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20210101000000-20211231230000.nc,4024205936,dca8e34e2809c2b148dd46d25e36ddc5de8bf27677b34399aefe30569cc6accf
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2022,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp370/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20220101000000-20221231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20220101000000-20221231230000.nc,4020859441,4644fcd036b27a003eca4376f10ec00bebff55e41b88d7e3f25e2f159aa8e64f
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2023,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp370/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20230101000000-20231231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20230101000000-20231231230000.nc,4024210469,9f2198707935f4c8708f5882749cbab594efe4222797069cc9a91dd553e9d6d1
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2024,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp370/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20240101000000-20241231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20240101000000-20241231230000.nc,4040840847,3d46244ef5df808630ae8bb106c58a4f7f2ffe6f49739be3cae296915e04db2c
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2025,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp370/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20250101000000-20251231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20250101000000-20251231230000.nc,4023089660,9db2c46fd59cf03c08a523572b89a41578cfba0a15e089b8e694444c699ce0a8
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2026,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp370/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20260101000000-20261231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20260101000000-20261231230000.nc,4020374124,388c50d3510beca65203b612ff5a542d1d7ea584fd223634ef95cbee4b6dbb9f
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2027,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp370/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20270101000000-20271231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20270101000000-20271231230000.nc,4021170640,c3ed75244db5a19f567a670326ce2302382ba19b488f173d10fa8aeed2cd9835
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2028,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp370/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20280101000000-20281231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20280101000000-20281231230000.nc,4037429216,3f358d77bfee50c3bd748e25607e322c3ac5d0b89e61ffd58b4366b09e81432c
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2029,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp370/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20290101000000-20291231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20290101000000-20291231230000.nc,4020770271,c1ccc3901684ad2db43d1f6605a359cf50af0b4d836a1c06bc1ab10238759fd4
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2030,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp370/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20300101000000-20301231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20300101000000-20301231230000.nc,4018286558,a886849a097622fc1b779321bbfb0263e197e7f7991641c6dd38a13cf0106065
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2031,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp370/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20310101000000-20311231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20310101000000-20311231230000.nc,4020590429,5980023da193f13fa6bfe808402f1da7ec51f6826f34ddd6a771bfcf63f7e3b3
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2032,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp370/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20320101000000-20321231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20320101000000-20321231230000.nc,4031308808,e57f50ff22fe5232a4ac5b6db00a123bfda97d7476922497c21b1ab4ab889133
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2033,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp370/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20330101000000-20331231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20330101000000-20331231230000.nc,4030076592,407bc389da231f5937b0023987e686f9055dd790247fa86fadc28fe37204ffc4
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,v1-r1,1hrPt,tas,2034,EUR-12/CLMCOM-DWD/ICON-CLM-202407-1-1/MPI-ESM1-2-HR/ssp370/r1i1p1f1/v1-r1/1hrPt/tas/tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20340101000000-20341231230000.nc,tas_EUR-12_MPI-ESM1-2-HR_ssp370_r1i1p1f1_CLMCOM-DWD_ICON-CLM-202407-1-1_v1-r1_1hrPt_20340101000000-20341231230000.nc,4016180043,48e71db44af89a9d632fc9d14133d13c3027baea25e7272f9e42c7699184c425
