dataset,data_family,scenario,gcm,rcm,variant,rank,year,hwmid_sum,hwmid_method,country_cells,countries,source_file_count,scenario_file_count,reference_file_count,source_inventory_name_size_sha256,available_year_start,available_year_end,rank_year_start,rank_year_end
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP126,CORDEX-CMIP6,SSP126,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,10,2042,28453.969,russo2015-noleap365-v1,6115,Germany+France,151,86,32,56fe078cb57fcfe7236dc3ad7cf6b9e5a35ae43a85cffdaf693e214997f1cb8f,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,CORDEX-CMIP6,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,1,2080,105051.97,russo2015-noleap365-v1,6115,Germany+France,151,86,32,f58db6e7c8d04bccb1463e2047790dcdc576a7427018e50e3c8e93728db1337f,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,CORDEX-CMIP6,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,2,2052,80204.28,russo2015-noleap365-v1,6115,Germany+France,151,86,32,f58db6e7c8d04bccb1463e2047790dcdc576a7427018e50e3c8e93728db1337f,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,CORDEX-CMIP6,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,3,2044,65638.305,russo2015-noleap365-v1,6115,Germany+France,151,86,32,f58db6e7c8d04bccb1463e2047790dcdc576a7427018e50e3c8e93728db1337f,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,CORDEX-CMIP6,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,4,2095,57791.105,russo2015-noleap365-v1,6115,Germany+France,151,86,32,f58db6e7c8d04bccb1463e2047790dcdc576a7427018e50e3c8e93728db1337f,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,CORDEX-CMIP6,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,5,2056,51788.652,russo2015-noleap365-v1,6115,Germany+France,151,86,32,f58db6e7c8d04bccb1463e2047790dcdc576a7427018e50e3c8e93728db1337f,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,CORDEX-CMIP6,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,6,2078,50356.715,russo2015-noleap365-v1,6115,Germany+France,151,86,32,f58db6e7c8d04bccb1463e2047790dcdc576a7427018e50e3c8e93728db1337f,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,CORDEX-CMIP6,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,7,2061,49075.965,russo2015-noleap365-v1,6115,Germany+France,151,86,32,f58db6e7c8d04bccb1463e2047790dcdc576a7427018e50e3c8e93728db1337f,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,CORDEX-CMIP6,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,8,2086,44058.316,russo2015-noleap365-v1,6115,Germany+France,151,86,32,f58db6e7c8d04bccb1463e2047790dcdc576a7427018e50e3c8e93728db1337f,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,CORDEX-CMIP6,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,9,2065,38195.59,russo2015-noleap365-v1,6115,Germany+France,151,86,32,f58db6e7c8d04bccb1463e2047790dcdc576a7427018e50e3c8e93728db1337f,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP245,CORDEX-CMIP6,SSP245,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,10,2038,38072.973,russo2015-noleap365-v1,6115,Germany+France,151,86,32,f58db6e7c8d04bccb1463e2047790dcdc576a7427018e50e3c8e93728db1337f,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,CORDEX-CMIP6,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,1,2100,82223.64,russo2015-noleap365-v1,6115,Germany+France,151,86,32,bbb840b63955d54def20c4872ca5573914c25299d57db11daf189f55a4734fd2,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,CORDEX-CMIP6,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,2,2075,75017.73,russo2015-noleap365-v1,6115,Germany+France,151,86,32,bbb840b63955d54def20c4872ca5573914c25299d57db11daf189f55a4734fd2,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,CORDEX-CMIP6,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,3,2089,71749.65,russo2015-noleap365-v1,6115,Germany+France,151,86,32,bbb840b63955d54def20c4872ca5573914c25299d57db11daf189f55a4734fd2,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,CORDEX-CMIP6,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,4,2098,68901.73,russo2015-noleap365-v1,6115,Germany+France,151,86,32,bbb840b63955d54def20c4872ca5573914c25299d57db11daf189f55a4734fd2,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,CORDEX-CMIP6,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,5,2085,64791.11,russo2015-noleap365-v1,6115,Germany+France,151,86,32,bbb840b63955d54def20c4872ca5573914c25299d57db11daf189f55a4734fd2,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,CORDEX-CMIP6,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,6,2032,62379.938,russo2015-noleap365-v1,6115,Germany+France,151,86,32,bbb840b63955d54def20c4872ca5573914c25299d57db11daf189f55a4734fd2,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,CORDEX-CMIP6,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,7,2073,60400.78,russo2015-noleap365-v1,6115,Germany+France,151,86,32,bbb840b63955d54def20c4872ca5573914c25299d57db11daf189f55a4734fd2,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,CORDEX-CMIP6,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,8,2059,57746.402,russo2015-noleap365-v1,6115,Germany+France,151,86,32,bbb840b63955d54def20c4872ca5573914c25299d57db11daf189f55a4734fd2,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,CORDEX-CMIP6,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,9,2094,53822.895,russo2015-noleap365-v1,6115,Germany+France,151,86,32,bbb840b63955d54def20c4872ca5573914c25299d57db11daf189f55a4734fd2,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP370,CORDEX-CMIP6,SSP370,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,10,2063,47164.85,russo2015-noleap365-v1,6115,Germany+France,151,86,32,bbb840b63955d54def20c4872ca5573914c25299d57db11daf189f55a4734fd2,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP585,CORDEX-CMIP6,SSP585,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,1,2062,189080.84,russo2015-noleap365-v1,6115,Germany+France,151,86,32,ba1d51cd82b7de2fd7a3c2b19f3fffdb86579128a3fd488f06231dae688deb95,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP585,CORDEX-CMIP6,SSP585,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,2,2086,140949.83,russo2015-noleap365-v1,6115,Germany+France,151,86,32,ba1d51cd82b7de2fd7a3c2b19f3fffdb86579128a3fd488f06231dae688deb95,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP585,CORDEX-CMIP6,SSP585,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,3,2053,94712.1,russo2015-noleap365-v1,6115,Germany+France,151,86,32,ba1d51cd82b7de2fd7a3c2b19f3fffdb86579128a3fd488f06231dae688deb95,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP585,CORDEX-CMIP6,SSP585,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,4,2063,87542.93,russo2015-noleap365-v1,6115,Germany+France,151,86,32,ba1d51cd82b7de2fd7a3c2b19f3fffdb86579128a3fd488f06231dae688deb95,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP585,CORDEX-CMIP6,SSP585,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,5,2052,83766.71,russo2015-noleap365-v1,6115,Germany+France,151,86,32,ba1d51cd82b7de2fd7a3c2b19f3fffdb86579128a3fd488f06231dae688deb95,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP585,CORDEX-CMIP6,SSP585,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,6,2098,77980.02,russo2015-noleap365-v1,6115,Germany+France,151,86,32,ba1d51cd82b7de2fd7a3c2b19f3fffdb86579128a3fd488f06231dae688deb95,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP585,CORDEX-CMIP6,SSP585,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,7,2100,77467.48,russo2015-noleap365-v1,6115,Germany+France,151,86,32,ba1d51cd82b7de2fd7a3c2b19f3fffdb86579128a3fd488f06231dae688deb95,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP585,CORDEX-CMIP6,SSP585,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,8,2095,74875.67,russo2015-noleap365-v1,6115,Germany+France,151,86,32,ba1d51cd82b7de2fd7a3c2b19f3fffdb86579128a3fd488f06231dae688deb95,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP585,CORDEX-CMIP6,SSP585,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,9,2046,72161.39,russo2015-noleap365-v1,6115,Germany+France,151,86,32,ba1d51cd82b7de2fd7a3c2b19f3fffdb86579128a3fd488f06231dae688deb95,1950,2100,2015,
CORDEX-CMIP6 MPI-ESM1-2-HR / ICON-CLM-202407-1-1 SSP585,CORDEX-CMIP6,SSP585,MPI-ESM1-2-HR,ICON-CLM-202407-1-1,r1i1p1f1,10,2089,57782.52,russo2015-noleap365-v1,6115,Germany+France,151,86,32,ba1d51cd82b7de2fd7a3c2b19f3fffdb86579128a3fd488f06231dae688deb95,1950,2100,2015,
